Date,MonthYear,,Attack Name,Network,Type of attack,Type of Protocol,Losses in USD,Deplorer Adress,Attacker,Attacker Smart Contracts,Attacked Protocol Addresses,Exploit is happening during smart contract creation,Forta Detected,Detected For Protocol,AlertId,Time of Alert,ExploitTxHash,Time of Exploit Tx,Diff,Diff in sec,Detected Early or During Exploit,Super Early,Alert id - Beta,Time of Beta/beta alt or Lean AD,DIff with exploit in secs,prod vs beta/lean -diff in secs,Time to Detect Comment,Victim,Status,Victim Comment,Comment,Indication of performance issue,Github Issue,Bullet points,ProtocolContracts,MatchingAlertHashesForProtocolContracts_TPs,MatchingAlertHashesForProtocolContracts_FPs,FP Count,MEV FrontRun,Hyperlink,# of TX to any protocol address where a new contract is created (60days prior to attack),,Funded by,Funder exploit contract
8/29/2023,20238,,BitBrowser,"Mainnet,zkSync",,,,,"0x97d773d21cdbc296de82e8a93c8dc3b2ef68eff4,0x1358ff3a2f8D7177fDc9928cC40461c3aE1a62c1,0xB9691e098A49448B45a1BDB5bE475586b1cFA82F,0x7db8a4e6bfc610c6f2825ee22543a8d0d01b396f,0x79e352e466054bf2dc51ad0a48c4936c2b5837a4,0x2630b127ca76eac69b5fff8d563de99f7ea12da5,0x1f6f4af46905e08d7fcbf79524a2447e0abae0d2,0xff182d7344e73f780148c6320bbeee4ea6c7ba3b,0xf9422ad2a94671554aa0994b82567db095da387d,0xf4febd9658fee2bae4b9f12561b19999a8e6c7e1,0xde41c293f3db619468cbad146d67099d6e802f9f,0xca962fa17f6fb2bee2ac4fed72eb2e9e5c42f5ed,0xc75a66eae9883a73d266b66fbe1999edb0bbbfe9,0xb771f775ccde3af903db797db49f64c268fb235a,0xaf8c927fcb454958060e6372987df0091fe48ac5,0xa1dfae757ff0df8e0ef5f14cf27ab2ea496b3443,0xFf182d7344e73f780148c6320bBEEe4Ea6C7ba3b,0xAcA25aaDb22EbA6E5ff23ED731ce5ed133D3E072,0x974eac2920c62c472722a6b203218476d2a24d86,0x8aa5b0786d8690ae9b6acaa3051a3b4be5569699,0x8153bc105aac75acf3d18a60f0b9ccaccffcb638,0x7f1bf3d55a27e5f365dca1e479a209eb49f976b4,0x72ab2f9962407bc0b7dca62d96951b919bdb26ee,0x6050be50433010dcf08efb4bae4fe3f13fad7bd5,0x5D8a0c4EC279e633c6ADDB2fc3f8F0e0e03baEB8,0x292b0fc339a876a69214dac18a4b6e302ae875ba,0x0915bd5503d23a66924cc8353a474dc2a35d89dd,0x920107cab36528614C299FEDA1cda2904654D505",,,,FN (out of scope),,,,,,,,,,,,,,,,,,Private Key Compromise of users keys that were stored on a bitbrowser server; so really not a protocol attack. Will exclude from recall calculation.,,,,,,,,,,,,,
9/2/2023,20239,,dAppSocial,Mainnet,,,,,0x7d9bc45a9abda926a7ce63f78759dbfa9ed72e26,,,,FN,,ATTACK-DETECTOR-2,,0xbd72bccec6dd824f8cac5d9a3a2364794c9272d7f7348d074b580e3c6e44312e,Sep-02-2023 12:58:59 PM +UTC,,,,,,,,,,,,,,,,,0x319Ec3AD98CF8b12a8BE5719FeC6E0a9bb1ad0D1,,,0,,,,,,
9/4/2023,20239,,Stake,Mainnet,,,,,"0x3130662aece32F05753D00A7B95C0444150BCd3C,0x94f1b9b64e2932f6a2db338f616844400cd58e8a,0xba36735021a9ccd7582ebc7f70164794154ff30e,0xbda83686c90314cfbaaeb18db46723d83fdf0c83,0x7d84d78bb9b6044a45fa08b7fe109f2c8648ab4e",,,,FN,,,,"0x98610e0a20b5ebb08c40e78b4d2271ae1fbd4fc3b8783b1bb7a5687918fad54e,0x4629b7622c1beba84fdbbac78432fe06707894c8ed40811b1b70815e8a7efe7a,0xd37b233487b08906d765aeb5c74f394d8544ae8b4e68e5b0a6ef7a2646597700,0xf8164a54d943386839d7ff6c85e282da4409dda69702899204b9c25e028f7e18,",Sep-04-2023 12:48:23 PM +UTC,,,,,,,,,,,,,Hot Wallet Compromise,,,,0x974CaA59e49682CdA0AD2bbe82983419A2ECC400,,,0,,,,,,
9/5/2023,20239,,FloorDAO,Mainnet,,,,,"0x4453aed57c23a50d887a42ad0cd14ff1b819c750,0x6ce5a85cff4c70591da82de5eb91c3fa38b40595",,,,FN,,,,0x1274b32d4dfacd2703ad032e8bd669a83f012dde9d27ed92e4e7da0387adafe4,Sep-05-2023 07:25:11 AM +UTC,,,,,,,,,,,,,Beta Detected. suppressed due to low anomaly score,,,,"0xf59257E961883636290411c11ec5Ae622d19455e,0x759c6De5bcA9ADE8A1a2719a31553c4B7DE02539,0xb1Cc59Fc717b8D4783D41F952725177298B5619d,0xB386c1d831eED803F5e8F274A59C91c4C22EEAc0",,,0,,,,,,
9/14/2023,20239,,Remitano,Mainnet,,,,,0x74530e81E9f4715c720b6b237f682CD0e298B66C,,,,FN,,,,0xe0725362fd774de0d8416d5e3d028063508ffa61f68087c576320e42159677a9,Sep-14-2023 12:45:47 PM +UTC,,,,,,,,,,,,,Hot Wallet Compromise,,,,0x2819c144D5946404C0516B6f817a960dB37D4929,,,0,,,,,,
9/5/2023,20239,,GMBL Computer,Arb,,,,,"0x2d6f1b2cb415d830fd47917535a9232f68acbd41,0x45f71a7382e95facec3e4fa266f476902a356334",,,,FN,,,,"0xb368c710712d0ef7151e87c4c99074efe1c0632eaa49c4d967b21e085303a714,0x9ba3374d1245d449e883d0325dea3f6d2e02e8703b7a438f0f66f7c399ec6bd7",Sep-05-2023 11:40:15 PM +UTC to Sep-05-2023 11:53:10 PM +UTC ,,,,,,,,,,,,,off-chain system manipulation,,,,"0xE9A5aF50874c0ef2748b5DB70104B5ccb5557f6d,0x70EB6E93E1f8bFB850126E23A1964Fd3DB789948",,,0,,,,,,
9/5/2023,20239,,Connext,Arb,,,,,0x44Af5FcedFb77a2d9Cb973B404e30FC27e666708,,,,FN,,,,0x519556955fb1ec904673ac357ab3e7dfea24d8fc3fad5554aada6566ac71036b,Sep-05-2023 01:01:40 PM +UTC to Sep-05-2023 01:14:10 PM +UTC,,,,,,,,,,,,,off-chain dos,,,,"0x58b9cB810A68a7f3e1E4f8Cb45D1B9B3c79705E8,0xEE9deC2712cCE65174B561151701Bf54b99C24C8,0x8c556cF37faa0eeDAC7aE665f1Bb0FbD4b2eae36,0x2983bf5c334743Aa6657AD70A55041d720d225dB,0xfDe99b3B3fbB69553D7DaE105EF34Ba4FE971190,0x2fD7E61033b3904c65AA9A9B83DCd344Fa19Ffd2,0x429b9eb01362b2799131EfCC44319689b662999D",,,0,,,,,,
9/9/2023,20239,,BFCToken,BSC,,,,,0x7cb74265e3e2d2b707122bf45aea66137c6c8891,,,,FN,,,,0x8ee76291c1b46d267431d2a528fa7f3ea7035629500bba4f87a69b88fcaf6e23,Sep-09-2023 07:16:35 PM +UTC,,,,,,,,,,,,,,,,,"0x595eac4A0CE9b7175a99094680fbe55A774B5464,0x71e1949A1180C0F945fe47C96f88b1a898760c05",,,0,,,,,,
9/7/2023,20239,,Fortress / Retool Compromise,CLOUD TOOL COMPROMISE (OUT OF SCOPE),,,,,,,,,,,,,,,,,,,,,,,,,,,hot wallet compromise on several chains,,,,,,,,,,,,,
9/11/2023,20239,,Banana Token,FLAW IN CONTRACT LOGIC(No attack),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,20239,,Balancer,Mainnet,,,,,"0xf99825f51f6d922ebbf1527809e99a4b9f0a29d6,0x00006deacd9ad19db3d81f8410ea2b45ea570000,0x645710af050e26bb96e295bdfb75b4a878088d7e,0x0000626d6dc72989e3809920c67d01a7fe030000",,,,FN,DNS Hijacking (Out of scope),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2023,20239,,Mixin,Mainnet,,,,,"0x52e86988bd07447c596e9b0c7765f8500113104c,0xb5d631a74ad9c9efcf96d6e9e2fabcb75c67eafa,0x3b5fb9d9da3546e9ce6e5aa3cceca14c8d20041e",,,,FN,,,,,,,,,,,,,,,,,,Hot Wallet Compromise,,,,0xDdf85Df96934ABEf903aCF6B3Ebb9B4d1fa8Cb40,,,0,,,,,,
9/5/2023,20239,,Heavens Gate,Mainnet,,,,,0x6CE9fa08F139F5e48bc607845E57efE9AA34C9F6,,,,TP,TP,ATTACK-DETECTOR-2,"Tue, 05 Sep 2023 10:00:51 GMT",0xe28ca1f43036f4768776805fb50906f8172f75eba3bf1d9866bcd64361fda834,Sep-05-2023 09:57:35 AM +UTC,3 mins 16 secs,196,,,,,,,,Incorrect victim (attack contract address),,,,,,,"0x7b768470590B8A0d28fC714d0A70754d556D14eD,0xf829d7014Db17D6DCe448bE958c7e4983cdb1F77,0x738dab4AF8D21b7aafb73545D79D3B4831eE79dA,0x8EBd6c7D2B79CA4Dc5FBdEc239a8Bb0F214212b8","0xf31e05d047c2c8e72e68ef4c501298653bf3469b63fd28596bd1d4ecec4056c7,0x8c985bb9019dc04cbedf2bb7c5e74527cb0106a7cb3798a6f71aa550a95692c3,0x81b2d66ec7c3e08f3d8292fffe94e76b65098bd9a810a198a7be2b68b11d8401,0x66434b093987a673d8901130350f7d761c6cc9d47706a1bc132087f2ea7ce166","0xe14bb696da42698d3bd210be5fb645b5611451767a161c76694f445402171699,0xd836ba30ade8e837844f95aec6f28b9258874c799d2a6d410f13ff16f524e05d,0xa18d20677c75923348461c093f53cffbb77b7efeb8e7c5bac352a54b6544ff42,0x732332925f3f971b1195130401574eead83618058f4b45016b15431df9812d6e,0x6b224d0bf29bf8b6de81f9e2e5cbba20f56aafe9a14d31a34fef119d535446f1,0x32cb92797fb598d77d1a83013f950955cde5edc62410955900653d328aa71c80",6,,,,,,
9/12/2023,20239,,CoinEx,Mainnet,,,,,"0xce013682eddefaca8c94fe56a43a04212ebe4673,0x8bf8cd7F001D0584F98F53a3d82eD0bA498cC3dE,0xCC1AE485b617c59a7c577C02cd07078a2bcCE454,0x483D88278Cbc0C9105c4807d558E06782AEFf584",,,,TP,TP,ATTACK-DETECTOR-2,"Tue, 12 Sep 2023 14:16:57 GMT",0xb6a07c2c591e43abc63add833aaf4d6ab47e66f05cf6b49a9dda7c2317b2d61c ,Sep-12-2023 01:20:59 PM +UTC to Sep-12-2023 02:47:35 PM +UTC,55 mins 58 secs,3358,,,,,,,,No victim,,,Hot wallet compromise ,,,,"0x33Ddd548FE3a082d753E5fE721a26E1Ab43e3598,0x53Eb3Ea47643E87e8f25dd997A37B3b5260e7336",,,0,,,,,,
9/11/2023,20239,,0x0,Mainnet,,,,,"0xcf28E9B8aa557616BC24CC9557fFA7Fa2c013D53,0xc44ea7650b27f83a6b310a8fed9e9daf2864a65b",,,,TP,TP,ATTACK-DETECTOR-2,"	Mon, 11 Sep 2023 21:13:53 GMT",0x00b375f8e90fc54c1345b33c686977ebec26877e2c8cac165429927a6c9bdbec,Sep-11-2023 09:10:35 PM +UTC,3 mins  18 secs,198,,,,,,,,No victim,,,,,,,"0x3d18AD735f949fEbD59BBfcB5864ee0157607616,0x29d2bcF0d70f95cE16697e645e2B76d218d66109",0xd5996108097636e49912b9cbd66c8da8bdabde5906a98fe9e77b43fb53b3193e,,0,,,,,,
9/16/2023,20239,,uniclyNFT,Mainnet,,,,,0x92cfcb70b2591ceb1e3c6d90e21e8154e7d29832,,,,TP,TP,ATTACK-DETECTOR-2,"Thu, 14 Sep 2023 07:49:08 GMT",0xc42fe1ce2516e125a386d198703b2422aa0190b25ef6a7b0a1d3c6f5d199ffad,Sep-16-2023 02:50:35 PM +UTC,-55 hours 1 min 27 secs,-198097,,,,,,,,No victim,,,,,,,"0xd3C41c85bE295607E8EA5c58487eC5894300ee67,0xa499648fD0e80FD911972BbEb069e4c20e68bF22,0x94E0BAb2F6Ab1F19F4750E42d7349f2740513aD5,0x8696BDE5Cc30545b3b049f3529abBfB2B1e0C007,0x4A25E4DF835B605A5848d2DB450fA600d96ee818,0xA62fB0c2Fb3C7b27797dC04e1fEA06C0a2Db919a,0x9e5B1F637a03976F2c472265806AA1BCC969cA85,0xF33079d70dBb83b2886d726dBE761671f84bC889,0x8bf26A3bFfD9072cE12C7Bfd5e3b1fCE33768d2d,0xbAcC776b231c571a7e6ab7Bc2C8a099e07153377,0xE6E90bC9F3b95cdB69F48c7bFdd0edE1386b135a","0xd8c025b4ab906e84d90bf3fbade876c60b597c7df21f69b327d09952d540a264,0x9b158d1e5f3a5335d697818d6655e60df045504e4eb355f548896e3125d20a17,0x80e453b03b8b338c26350880a8a25c98febff8aef3888bfb55de943cc8c23cb1,0x04a164228c5d14f584125be6fff04474cc111788df43a1d67c382b0458f5d68d",,0,,,,,,
9/11/2023,20239,,Remilia (Milady),Mainnet,,,,, Insider Threat(Out of scope),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2023,20239,,None Trading,Mainnet,,,,,‘critical exploit’ (Out of scope),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2023,20239,,HTX (Huobi),Mainnet,,,,,"0xdb1d74467c9042517a354304256e0d658d8aec83,0x799982b75ba538f211871cba50fa1a42ada9ab5e",,,,,FN,,,0xe9eefff04322a1e9262aad139e7b03954709a7c2ffea5ba9d1026a24fb58c029,Sep-24-2023 10:00:47 AM +UTC,,,,,,,,,,,,,Hot Wallet Compromise,,,,"0x2Abc22eb9A09EbBE7b41737CCde147F586EfeB6A,0x18709E89BD403F470088aBDAcEbE86CC60dda12e",,,0,,,,,,
9/26/2023,20239,,Dice9 Victim,BSC,,,,,0x29707a50ba37274c8928ae0c6e157cfd35eb4a0c,,,,TP,TP,ATTACK-DETECTOR-2,"Tue, 26 Sep 2023 07:57:02 GMT",0x8fa1e3eaf6bae975ffd933e9a9e14edccbcc61bd02b2239179adeb5e17c013d5,Sep-26-2023 07:56:48 PM +UTC,14sec,-16935,,,,,,,,No victim ,,,,,,,0xD1CE9000dAe71a7130c193486761c324fbf94819,"0x149b95f38cfe03c078f1517dcd7007b42db76ed700b0002b02ce389c096b9a03,0x12b8ea2c0c812af8cdee057afaec8be6747da07319d17f3c87a013731ab1998c",,0,No,,,,,
10/1/2023,202310,,Fortress Loans,BSC,,,,,0x970e5a382f0f0d016b9e29fc4e9d9d611f487916,0x0d88d9dfa623e93f7f41c19051d50d1d24e20140,,FALSE,TP,TP,ATTACK-DETECTOR-2,"Sun, 01 Oct 2023 23:24:41 GMT",0x98d4dc3438574dd92f7c06aa96975e9ecf68ebcbbf1f1113e9c14d2a8b8c4e7f,Oct-02-2023 01:46:35 AM +UTC,-2 hours 22 mins,"-8,520",,,,,,,,No victim ,,,Governance attack. Malicious proposal was mitigated,,,,"0x3ef88D7FDe18Fe966474FE3878b802F678b029bC,0x554530ecDE5A4Ba780682F479BC9F64F4bBFf3a1,0x8BB0d002bAc7F1845cB2F14fe3D6Aae1D1601e29,0x47BAA29244c342f1e6cDe11C968632E7403aE258,0x5F3EF8B418a8cd7E3950123D980810A0A1865981,0xE75b16cc66F8820Fb97f52f0C25F41982ba4daF3,0xa7FB72808de4FFcaCf9a815Bd1CcbE70F03b54ca,0x4C0933453359733b4867DfF1145A9a0749931A00,0x5F30fDDdCf14a0997a52fdb7D7F23b93F0f21998,0x8fc4f7A57BB19E701108b17d785a28118604a3D1,0x8ed1f4c1326E5d3C1b6E99Ac9E5EC6651E11e3Da,0x854c266b06445794fa543b1d8f6137c35924c9eb,0xe79ecdb7fedd413e697f083982bac29e93d86b2e,0x4437743ac02957068995c48e08465e0ee1769fbe,0xff6296fd1cf18fdfca02824801ebe1481b974391,0x073c0ac03e7c839c718a65e0c4d0724cc0bd2b5f","0x7b3996b7e4906bfea54be13686d5614cab34465763dad3fb6d1866f759578569,0x1a691f24f689c5f8bcbdce04b5e66a233557be1d341570f75892b067a6ad93bd",,0,,,,,,
10/3/2023,202310,,BigWhale,BSC,,,,,0xe6964ba0483b24ca142515345d2dc58820992d7c,Nil,,FALSE,FN,FN,,,0x21c87c4185cdd96ba0ca13fd29e4d641f3dac8e72124919dd55926c7d2c3bcdc,Oct-03-2023 05:02:53 AM +UTC,,,,,,,,,,,,,Private key leak,,,,0x30054BB89EDD62F9A57E6d7F02bdff25Db30751e,,,0,,,,,,
10/7/2023,202310,,Stars Arena,Avax,,,,,0xa2ebf3fcd757e9be1e58b643b6b5077d11b4ad7a,0x7f283edc5ec7163de234e6a97fdfb16ff2d2c7ac,,TRUE,FN,FN,,,0x4f37ffecdad598f53b8d5a2d9df98e3c00fbda4328585eb9947a412b5fe17ac5,Oct-07-2023 05:23:35 AM +UTC,,,,,,,,,,,,,,,,,"0xa481b139a1a654ca19d2074f174f17d7534e8cec,0x8af92c23a169b58c2e5ac656d8d8a23fc725080f",,,0,,,,,,
10/5/2023,202310,,BuildFinance,Mainnet,,,,,0x52e38d496f8d712394d5ed55e4d4cdd21f1957de,0xc3e13c070076bcb66e94422ae9acd83761c92960,,FALSE,TP,TP,ATTACK-DETECTOR-2,"Tue, 03 Oct 2023 19:51:21 GMT",0xc89adad6860d5fdb58b357432e3b113e2ecf2c50f53ae18edcc70d3c7119e525,2023-10-05 21:07:47 (UTC),-2 days 1 hour 16 min 26 secs,"-177,386",,,,,,,,No victim,,,Governance attack,,,,0x3157439C84260541003001129c42FB6aBa57E758,"0xca2388fac5c2e9b5c83ab452001994818b1242ac031f6089643f84bdc335af3b,0x503eb2e6b5caa9e373ddad469871f0c6e6396348a1f19c3bca051f45a793d8c1",,0,,,,,,
10/11/2023,202310,,BlackHole,BSC,,,,,0xfdbfceea1de360364084a6f37c9cdb7aaea63464,"0x165FbB5cB2b0EDaF0349ced9b6753516557bF654,0xAda60b4f49b577Dc7f7Bb81D4f50EF0739C2293a,0x216CcfD4fB3f2267677598f96Ef1Ff151576480C",,FALSE,TP,TP,ATTACK-DETECTOR-2,"Wed, 11 Oct 2023 12:15:09 GMT",0xc11e4020c0830bcf84bfa197696d7bfad9ff503166337cb92ea3fade04007662,Oct-11-2023 02:14:33 PM +UTC,- 120min,-7200,,,,,,,,No victim,,,,,,,"0xcc61cc9f2632314c9d452aca79104ddf680952b5,0x2371E4Ad771020CE3D8252f1db3e5559FbA8eeb5","0xb513c23c6130a3868e871ddad84a8869cf15e5ab9298e27868e567d453c52814,0x4a6b37b6d5e51bcf7eaff5bcda4d0153570bbd1d218a9d6498d11a96a9e7578a,0x20d2f4194d583d4481797930fe3868b640e23aba4693dafd4beeceb8aa84d8a4",0xaad5438503c37648e1f2080b8452ecc24ba672ac843342f7d24c4590c91d4724,1,,,,,,
10/12/2023,202310,,Platypus Finance,Avax,,,,,"0x0cD4fD0EECD2c5Ad24DE7f17Ae35f9db6aC51Ee7,0x464073F659591507d9255B833D163ef1Af5ccc2C","0x4cfb527f51b391ecb1a5197edc7a38160c261b6f,0x86d6337C5B970705AB49D07c12b850a748603233,0x4425f757715e23d392cda666bc0492d9e5d5848ff89851a1821eab5ed12bb867",,TRUE,FN,FN,,,"0xab5f6242fb073af1bb3cd6e891bc93d247e748a69e599a3744ff070447acb20f,0x4425f757715e23d392cda666bc0492d9e5d5848ff89851a1821eab5ed12bb867",Oct-12-2023 03:29:49 AM +UTC to Oct-12-2023 06:17:09 AM +UTC,,,,,,,,,,,,,,,,,"0xbe52548488992Cc76fFA1B42f3A58F646864df45,0x66357dCaCe80431aee0A7507e2E361B7e2402370,0xe0D166DE15665bC4B7185B2e35E847E51316E126,0x39dE4e02F76Dbd4352Ec2c926D8d64Db8aBdf5b2,0xB8E567fc23c39C94a1f6359509D7b43D1Fbed824,0x30C30d826be87Cd0A4b90855C2F38f7FcfE4eaA7,0x4658EA7e9960D6158a261104aAA160cC953bb6ba,0xC828D995C686AaBA78A4aC89dfc8eC0Ff4C5be83,0x81E63d0EEBA2D85609A6b206737e98e39B888F4C,0x8B4A45da5B0705Ae4f47EBeFC180C099345cF57e,0xDeD29DF6b2193B885F45B5F5027ed405291A96C1,0xb3393f4e609c504da770ebc968540784cc4e016c,0x27912AE6Ba9a54219d8287C3540A8969FF35500B,0x91BB10D68C72d64a7cE10482b453153eEa03322C,0x233Ba46B01d2FbF1A31bDBc500702E286d6de218,0x89E9EFD9614621309aDA948a761D364F0236eDEA,0x73256EC7575D999C360c1EeC118ECbEFd8DA7D12,0x22d4002028f537599be9f666d1c4fa138522f9c8,0x5857019c749147EEE22b1Fe63500F237F3c1B692,0xdaCDe03d7Ab4D81fEDdc3a20fAA89aBAc9072CE2,0xB0523f9F473812FB195Ee49BC7d2ab9873a98044,0x68c5f4374228BEEdFa078e77b5ed93C28a2f713E,0xfF6934aAC9C94E1C39358D4fDCF70aeca77D0AB0,0x7125B4211357d7C3a90F796c956c12c681146EbB,0x2Cd5012b5f7cc09bfE0De6C44df32a92D2431232,0x061da45081ACE6ce1622b9787b68aa7033621438,0x1f6B6b505D199B9bd0a6642B8d44533a811598da,0x0d26d103c91f63052fbca88aaf01d5304ae40015,0x909b0ce4fac1a0dca78f8ca7430bbafeeca12871,0xc1daa16e6979c2d1229cb1fd0823491ea44555be,0xAEf735B1E7EcfAf8209ea46610585817Dc0a2E16,0x776628A5C37335608DD2a9538807b9bba3869E14,0xa16bbab03B61810BA8633343D9FfC04B086506B5,0xDEA7bf752Ef25301DbB2e9288338A1a9013EC194,0x6a1340A262BaE9b076a9f8862eBfabea25039e4e,0x2E19709471FB25078dB982DD6b94A8Cb2C29E2Aa,0x06f01502327De1c37076Bea4689a7e44279155e9,0x836648A8cE166Ba7CaFb27F0E6AD21d5C91b7774,0x209a0399A2905900C0d1a9a382fe23e37024dC84,0xc09c12093b037866Bf68C9474EcDb5113160fBcE,0xc7388D98Fa86B6639d71A0A6d410D5cDfc63A1d0,0xFC95481F79eC965A535Ed8cef4630e1dd308d319,0x6FD4b4c38ED80727EcD0d58505565F9e422c965f,0x035D7D7F209B5d18e2AB5C2072E85B32e1D43760,0xF01cEA00598d87Cb9792a01B040d04b0bd8Ca781,0x4E5704991b43C1D33b9Ccd1BC33B211bf068385A,0xC73eeD4494382093C6a7C284426A9a00f6C79939,0xA2A7EE49750Ff12bb60b407da2531dB3c50A1789,0x7716307350c0819eD05C3e7f6c478b27CAED5361,0x4b851118a4A4948799f24d0CBE17FA3dad09e2D5,0x2aD5fC90F95f236F5276E795A5A46381bFE5aa92,0x12141b8FD20b4bBdd5F4e911bF91575258A3eABD,0xad589CFB73922700Dc46cA39CDF83B9618ac91E0,0x542dd5F38fcb3AAb28d6418CF3e1d36329A79aC7,0xa63e0c77D92d9Ee15bBeB0c219D80748605b2Cf6,0x2CC7492Aa8846c834364d2039707c583d4077BCb,0xE08947eE864Af325D9F98743B3b905875Ae0Ec99,0x551C259Bf4D88edFdAbb04179342a73dAa759583,0x027A24Fa0168DA4fC7AF9Bf5331D42692889AFaa,0x979702f708dd794A0e5E616E89C1656a2C55d681,0x551C259Bf4D88edFdAbb04179342a73dAa759583,0x4f734D89531b6c9A1242C196297316E928AEeFBa,0xd78d5f6A5bF62a88212203077D1A28F812307145,0x2DebC993c5f9Cac766Efa3EdCb1b6e40aDb4F6E2,0x6689C9Eb9a8A0Dd8BbD0935Ce0cD7FeD72E8667E",,,0,,,,,,
10/13/2023,202310,,Beluga,Arb,,,,,0x4843E00Ef4c9f9f6e6aE8d7b0A787f1C60050b01,0x9e8675365366559053f964be5838d5fca008722c,,FALSE,TP,TP,ATTACK-DETECTOR-2,"Fri, 13 Oct 2023 01:49:17 GMT",0x57c96e320a3b885fabd95dd476d43c0d0fb10500d940d9594d4a458471a87abe,Oct-13-2023 01:49:05 AM +UTC to Oct-13-2023 02:30:30 AM +UTC,12 secs to 41 minutes 13 secs,12 secs to 2473 secs,,,,,,,,No victim,,,,,,,"0x48945A091108bBbd54829B632B1dF94BB50F81D7,0x09090e22118b375f2c7b95420c04414E4bf68e1A,0x7fbdEb84D5966c1C325D8CB2E01593D74c9A41Cd,0x7CC32EE9567b48182E5424a2A782b2aa6cD0B37b,0xCFf307451E52B7385A7538f4cF4A861C7a60192B,0x6f864C139ef400790dC14f9aB6393F752b6C9FEd,0xff1a0f4744e8582DF1aE09D5611b887B6a12925C,0x7668bcBf650AE69297E411d2A8Ec91e07dd91c0B,0x6CD36fA3c7e784B86203DB110E30092564d40DE2,0x91d81E235150394d4203885D2D52A86262Ef41b8,0x20711d8dea21f86Ef96bcc39e86eAbd823C345F1,0x6621E58c692239874515a54Cc1D374a4101e884C,0x15A024061c151045ba483e9243291Dee6Ee5fD8A",0xbf73cdd8d27ddb1e30678ccefc22ebfa8099b368b806f467355a03803d9ea3d7,"0xaad5d42b451c0338376589208da8b77aa17ddc135403a3a2388079296296a18c,0x92f819b7320d85d331a680e95fb692d544aaeaf0b1e6f75cefd3f6fc369066ba,0x7b315010106c52bffa55dcaed2168db3a9d1529b4c9ca5f9cba25ee525e60839",3,,,,,,
10/13/2023,202310,,Wise Lending,Mainnet,,,,,0xe938d598fda06bf7eda5d25a15835ece97fd841e,0x035B62B1bd268B29E65d8adc51400ce22D71aC38,,FALSE,TP,TP,ATTACK-DETECTOR-2,"Fri, 13 Oct 2023 14:40:39 GMT",0x10620efb40ec9c495fafe79c56891906debd62fa4d7a5baacdefe351c663a2f2,Oct-13-2023 02:39:35 PM +UTC,64 sec,64,,,,,,,,,,,The tx was front run by a whitehat. https://etherscan.io/tx/0x7ac4a98599596adbf12fffa2bd23e2a2d2ac7e8989b6ea043fcc412a29126555,,,,"0x66a0f676479Cee1d7373f3DC2e2952778BfF5bd6,0xfEf0d2f3A79b4338d8418003Dd9df89281242063,0xB4d2484EF7f91c8D4cd019460Ccbc384C1C24297,0x3f302D860b27FB06C794eE0916abC1D3A362Bf7e,0xeF897aE2477776131ef57AACAe2Cd10B574886Fa,0x84524bAa1951247b3A2617A843e6eCe915Bb9674,0x9D6d4e2AfAB382ae9B52807a4B36A8d2Afc78b07","0xb0c778c322ca443b618dc59d887497c38942fa2c1b790efc4a14bb32af6574a5,0x021f92f4f162d3bb21dfc5df302e74497b9d11fa37564fde2e3b8ef749f90cf8","0xa4d973b9f7fdba85a74c9545580fd57da3551e9664997e49aaf926fed6e16b2d,0x37c518e1aacdf08911e5ab57a4f41930f9a24176d7b3d610ad9cc119da70c710",2,,,,,,
